frameNum, leftShoulder, leftElbow, leftWrist, rightShoulder, rightElbow, rightWrist, leftHip, leftKnee, leftAnkle, rightHip, rightKnee, rightAnkle
0,64.9652,29.1366,24.9168,69.2396,43.968,40.3754,10.3097,54.3153,98.0805,9.74945,52.1277,111.864
1,65.0955,29.3668,28.336,69.8006,37.2455,27.617,9.50577,55.7818,97.1511,13.336,63.3942,113.934
2,65.9089,31.157,29.0713,70.9225,42.9324,32.7442,8.84672,55.8794,95.3885,13.6265,62.5495,113.446
3,64.8389,29.0175,29.0655,70.4324,36.8792,23.0906,9.7806,59.131,93.1697,16.2923,63.5785,115.435
4,65.2109,26.9781,26.3303,71.0657,36.7309,20.5322,9.40879,60.4199,99.4592,16.7188,67.4056,120.062
5,65.2162,27.0569,27.5374,72.247,36.6024,21.2672,7.99163,60.583,108.138,16.5549,66.5233,117.022
6,65.8378,26.7136,25.8654,72.7363,44.8672,27.7291,7.62747,61.3231,108.447,17.0234,66.1825,118.883
7,65.5538,24.8762,25.6994,72.5855,45.3077,25.3409,7.28932,63.2568,111.853,16.7134,66.5189,117.758
8,66.1083,25.1898,26.951,74.0276,45.792,24.0894,7.9609,63.6253,114.155,17.4239,65.9309,117.62
9,65.4603,23.6327,25.1369,74.252,46.101,22.5674,7.81241,64.281,112.866,17.6083,67.3579,119.482
10,64.9652,22.4874,24.6824,72.8167,43.1777,22.5794,8.62615,58.9257,114.027,17.3571,67.5744,115.583
11,64.9392,21.8665,26.5602,73.2347,44.4883,24.8417,8.30409,57.0387,118.235,17.09,67.894,110.439
12,65.7212,22.798,25.735,73.1764,42.5795,23.3833,8.11488,57.0143,118.373,17.008,66.0818,116.908
13,65.6844,23.7239,25.2237,72.4232,41.4569,22.2026,9.04397,65.491,118.985,16.9891,66.6315,110.792
14,65.8936,23.5211,28.7844,73.3117,41.926,21.4726,9.12415,65.5894,115.153,14.1728,67.0294,114.345
15,67.7818,25.6253,28.897,74.4528,42.4639,28.6535,6.63032,64.2067,113.698,12.771,64.0859,120.836
16,66.8846,24.5115,33.2585,75.6194,43.5461,30.1128,6.28006,62.843,115.119,11.9823,63.8467,120.644
17,68.4196,27.8397,33.7453,74.9235,41.9729,33.033,7.35238,63.0102,115.879,9.76984,61.8183,118.329
18,70.6741,31.07,35.4372,75.8232,42.2759,33.1782,6.57281,61.7753,115.665,8.66284,66.0855,121.261
19,70.4969,30.54,34.6106,76.8881,42.9325,34.5395,9.23244,62.7834,115.791,6.9415,66.2496,121.279
20,69.7384,30.0249,26.9956,75.6162,42.5371,37.3094,10.0748,65.8928,117.731,6.71458,65.8437,120.069
21,69.2898,28.9135,29.5202,76.7568,44.4308,38.1041,10.1099,65.2877,116.397,6.3646,66.4832,120.125
22,67.6078,29.4092,26.0567,74.9513,44.2967,39.9042,10.3309,60.8923,116.061,7.21978,61.1999,116.273
23,66.3871,27.6094,28.3052,74.6599,45.544,40.9532,9.68877,51.5282,112.966,8.10179,70.5138,120.132
24,65.549,33.9305,31.2087,74.7606,47.1575,39.8498,8.39165,50.67,111.743,9.82976,71.1714,123.179
25,66.8984,32.4302,33.2551,76.1835,48.2433,38.3042,8.17218,63.7578,112.549,8.33093,68.8119,123.826
26,66.2849,32.6012,36.0583,75.9569,48.5476,37.5603,7.05436,66.024,113.058,9.65626,69.7097,124.058
27,66.4402,32.7621,37.151,75.5786,48.161,37.3564,5.66874,63.7424,111.427,11.4216,69.8807,128.117
28,66.8867,33.5635,40.1152,75.5881,47.6831,35.7042,4.8911,63.5076,122.073,10.8137,67.4409,128.319
29,67.5651,32.8446,39.2822,74.7828,45.7449,35.9187,4.42227,63.3647,123.442,11.4737,67.7342,123.737
30,67.3434,33.1843,42.1804,74.1878,44.578,35.1109,4.34679,62.9866,123.434,12.195,66.4013,125.772
31,67.6479,32.8797,39.9088,73.4177,42.7893,35.7067,4.21164,63.2686,123.377,11.4091,65.8286,128.776
32,70.422,32.7077,41.6916,74.0531,41.9176,34.2719,6.97954,63.4981,122.873,11.3446,64.2938,126.977
33,69.6422,31.1954,36.0761,73.618,40.7078,34.6715,5.87685,64.6184,113.275,11.6306,68.3364,126.7
34,69.7997,29.7781,35.9765,73.9908,41.1019,35.4377,5.97243,67.1615,113.566,11.9703,55.4684,123.028
35,70.8746,28.3191,30.7073,75.0895,40.0673,35.3759,4.93457,67.7645,105.299,10.9623,69.9292,122.803
36,69.3353,26.4205,28.0699,74.2794,37.7787,35.6176,6.93954,69.0802,106.159,12.5282,53.1612,120.604
37,72.4149,28.8872,25.0954,75.4255,35.3928,35.1528,5.399,68.2271,105.861,10.289,65.5088,126.312
38,73.6402,29.4644,24.7296,76.0224,34.3527,34.9062,5.88292,67.8844,106.454,9.82783,66.8942,126.219
39,74.0843,29.4575,27.5034,76.367,33.1596,33.4553,5.76028,67.2025,104.862,9.77942,67.1598,126.465
40,75.438,30.412,31.8181,77.1759,33.4697,33.1969,5.15086,70.7481,106.884,10.2288,67.2074,126.829
41,74.5394,28.8354,29.9169,76.7939,33.8457,33.5603,6.10854,60.0853,109.172,11.6956,68.7725,128.063
42,74.485,28.6218,25.0103,77.1101,32.0687,33.3632,5.96381,60.1665,114.139,12.2426,70.116,128.675
43,74.9009,28.8398,22.2943,77.611,31.8273,32.987,8.97186,61.7864,117.667,13.0122,70.6661,129.333
44,76.3046,30.033,25.7726,79.2528,33.1116,34.2725,8.93843,63.2886,119.019,14.0938,72.2067,129.636
45,76.5662,30.2423,25.5808,79.4809,33.3506,34.3684,10.3003,64.7247,118.585,14.3759,73.2095,130.273
46,76.5852,30.1521,25.0446,79.5467,32.687,35.7438,10.8801,65.3701,117.544,16.3063,74.2364,131.536
47,76.7982,30.3594,26.9318,79.4764,33.0177,34.6737,10.6239,66.9405,120.778,16.8888,74.2768,132.601
48,76.7179,30.1401,24.4073,79.3836,32.6041,34.899,10.676,69.4034,122.249,15.2643,74.1619,133.381
49,76.5122,30.1962,24.6238,78.7065,32.0521,34.9024,12.1896,68.575,119.47,17.4004,76.4207,133.37
50,76.6012,30.2948,23.8231,79.0524,30.7451,34.0613,13.0054,67.6392,122.307,18.5109,72.8293,134.297
51,76.9732,30.9049,24.6743,78.6578,31.3788,34.2117,13.9686,67.1822,120.71,18.1828,72.4027,133.258
52,76.4635,30.5242,25.1187,77.9756,29.8881,35.0206,10.9091,67.5083,120.001,15.1122,72.8225,134.31
53,77.2109,31.7471,25.3151,78.4275,30.2142,34.3497,12.0791,68.4851,121.125,15.9396,72.2075,135.4
54,77.2028,31.6368,24.6128,79.1474,31.6189,31.8113,11.2919,69.8544,122.447,12.2769,73.0584,132.567
55,77.3585,32.0913,24.8268,79.0726,30.8828,30.2771,12.482,71.4256,121.837,13.5944,66.7165,131.132
56,76.7888,31.6935,25.4498,78.2782,29.5567,31.7868,8.04736,69.0439,119.8,10.1457,71.1777,133.362
57,77.4426,32.2296,24.1347,79.2907,30.7925,30.968,9.84052,72.7884,124.635,7.14117,72.047,133.768
58,77.7913,32.5423,23.4661,79.6691,31.7731,28.5577,10.4364,83.1072,124.54,8.17058,70.92,123.893
59,77.2064,31.8448,23.1924,79.307,32.0017,29.2149,10.0317,79.4486,125.805,6.99133,68.7397,122.178
60,76.8856,31.566,23.5601,79.2885,32.1037,30.323,11.0892,68.0933,128.821,5.72091,73.3326,125.003
61,77.6053,32.3517,23.2435,79.6534,32.3053,30.0111,9.6679,68.9443,128.681,5.46917,75.5243,124.126
