frameNum, leftShoulder, leftElbow, leftWrist, rightShoulder, rightElbow, rightWrist, leftHip, leftKnee, leftAnkle, rightHip, rightKnee, rightAnkle
0, 27.5372, 8.78706, 56.0565, 24.45, 51.1893, 99.8951, 26.8177, 59.1107, 117.152, 24.4366, 30.1687, 57.9942
1, 30.8242, 4.34175, 44.4122, 24.1265, 50.6043, 101.304, 25.8756, 53.0127, 110.003, 29.7606, 61.8312, 10.6763
2, 31.5972, 4.10752, 48.3615, 26.5792, 51.9037, 98.9184, 25.1652, 54.7405, 112.528, 27.4914, 62.7862, 8.18797
3, 32.0236, 3.29248, 51.5986, 22.843, 49.8311, 96.6125, 23.3343, 53.2403, 111.266, 25.3318, 61.8172, 9.06605
4, 27.5531, 5.9109, 45.3568, 22.8951, 47.8037, 94.1469, 27.5362, 52.3337, 96.1946, 28.3693, 61.7489, 8.77752
5, 22.1691, 19.3719, 41.111, 19.3581, 39.5834, 89.5908, 26.7505, 41.1178, 80.658, 28.472, 62.5653, 26.6559
6, 22.7061, 20.0508, 40.2531, 19.8296, 41.0943, 90.8128, 24.5093, 48.4969, 89.0093, 26.833, 65.0039, 24.7819
7, 22.1192, 19.8802, 33.2262, 19.2761, 40.5631, 89.8102, 25.0691, 51.103, 93.1973, 27.3979, 60.7941, 20.971
8, 22.8588, 23.1425, 36.5825, 24.9632, 50.3571, 94.3704, 27.6114, 63.8618, 114.298, 27.2419, 67.8209, 16.0439
9, 24.4696, 21.9353, 34.5977, 25.355, 50.5782, 94.3306, 27.4881, 64.9011, 115.721, 26.8937, 67.2847, 15.4247
10, 33.4711, 22.2725, 42.439, 34.7853, 60.6911, 104.399, 23.0618, 67.5238, 114.496, 20.5955, 52.8344, 112.527
11, 23.5216, 23.1463, 35.1335, 21.0594, 50.376, 101.467, 28.134, 66.2967, 104.803, 24.5824, 64.6312, 11.1775
12, 32.6547, 18.5797, 35.5176, 33.0134, 60.2487, 107.476, 21.3396, 64.0679, 108.062, 16.9859, 55.6868, 117.782
