frameNum, leftShoulder, leftElbow, leftWrist, rightShoulder, rightElbow, rightWrist, leftHip, leftKnee, leftAnkle, rightHip, rightKnee, rightAnkle
84, 78.0036, 48.5007, 16.3815, 79.5267, 30.9417, 34.6764, 11.2352, 79.7095, 127.671, 16.4068, 85.3871, 137.9
85, 78.3526, 49.6958, 16.6234, 80.1802, 30.9128, 32.2517, 12.3734, 78.7235, 140.641, 18.3564, 79.2709, 131.399
86, 78.2495, 49.4034, 21.1771, 79.975, 30.9222, 31.5776, 12.4243, 77.5077, 139.58, 18.0199, 78.4115, 133.685
87, 76.5681, 50.1403, 20.5391, 78.159, 29.238, 31.1343, 12.9114, 70.8794, 131.983, 18.7704, 78.1921, 132.691
88, 77.0591, 50.5293, 20.7017, 78.6317, 28.3526, 31.0871, 14.23, 77.6674, 130.672, 20.0855, 77.0801, 131.726
89, 76.5662, 45.8814, 24.2502, 77.8001, 27.368, 29.1162, 14.6296, 76.6072, 130.8, 20.0112, 75.9127, 120.882
90, 76.2335, 46.4815, 23.944, 77.8694, 26.7475, 26.6786, 14.7922, 75.1693, 131.179, 20.3762, 74.8191, 120.004
91, 75.2874, 46.9494, 23.4142, 76.6557, 25.01, 31.3146, 15.6447, 75.3156, 130.887, 21.6992, 74.1114, 118.759
92, 75.4131, 49.2521, 24.3599, 76.0448, 24.0541, 34.0188, 17.4851, 73.993, 132.231, 21.8146, 74.3298, 131.472
93, 76.0118, 47.776, 23.4665, 76.0673, 22.1028, 30.8928, 16.8072, 73.4001, 134.416, 22.4144, 73.2395, 131.205
94, 76.226, 48.6002, 34.8241, 76.0852, 21.4207, 30.7506, 17.8372, 74.3289, 136.042, 22.0969, 67.3732, 134.694
95, 75.867, 49.1588, 23.8139, 75.447, 20.2607, 33.6244, 11.3765, 69.8614, 133.903, 12.7873, 68.9411, 125.6
96, 77.5506, 48.8332, 35.5661, 76.9295, 20.922, 32.404, 9.61524, 66.2739, 129.727, 10.5878, 76.9207, 124.389
97, 77.2551, 48.7133, 34.9468, 76.1794, 20.3462, 33.9473, 11.3521, 70.9979, 131.859, 12.8672, 75.9974, 123.78
98, 77.1967, 42.0854, 38.4403, 76.2944, 21.7733, 31.6118, 12.5058, 68.2953, 127.365, 14.0271, 74.7879, 121.913
99, 77.0817, 43.4672, 38.5456, 77.069, 24.0838, 32.797, 12.6039, 70.5967, 125.785, 14.0636, 74.3685, 120.965
100, 76.2382, 40.523, 40.1778, 77.0605, 23.8425, 30.1722, 10.5605, 66.8808, 118.423, 14.1575, 74.7268, 121.961
101, 74.2422, 47.2915, 23.0526, 75.3628, 23.4508, 35.2342, 14.1324, 72.4795, 119.186, 18.0497, 75.654, 122.941
102, 73.8084, 47.1925, 23.5861, 74.5921, 24.2415, 29.5152, 15.4469, 75.3823, 118.148, 20.6426, 75.949, 123.746
103, 75.4001, 49.2326, 22.3843, 76.1389, 21.1023, 30.7771, 16.2127, 74.3287, 112.428, 22.4138, 74.8381, 122.408
104, 72.4911, 47.2579, 25.36, 73.2507, 23.3043, 31.3205, 18.7939, 70.136, 72.3792, 26.9085, 76.2666, 124.483
105, 72.0238, 24.1943, 35.1636, 72.1428, 29.5054, 25.7013, 26.8067, 74.3952, 15.7391, 39.7165, 73.1455, 120.223
106, 58.4922, 39.7288, 43.2405, 52.6057, 26.8256, 33.8653, 19.5509, 77.3919, 20.3248, 29.0246, 77.6624, 104.654
107, 62.498, 25.1736, 48.7558, 57.3656, 39.6175, 9.33327, 23.3054, 80.0328, 18.0723, 33.4729, 80.6058, 127.481
108, 65.8695, 26.1972, 38.5198, 62.9424, 27.1644, 24.1859, 27.6291, 76.2259, 20.2617, 35.9557, 75.2156, 118.74
109, 60.1666, 29.3891, 52.5679, 53.8222, 43.7345, 10.5714, 26.6289, 79.0906, 17.5192, 32.5401, 83.8587, 107.792
110, 44.8449, 54.7051, 28.405, 37.0277, 55.1927, 16.1743, 28.9415, 85.8526, 29.3466, 34.4443, 88.0999, 114.492
111, 58.0045, 19.3913, 49.5668, 54.4686, 69.9885, 27.2186, 36.7695, 82.818, 20.1106, 37.12, 91.1903, 136.807
112, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
113, 72.1746, 37.044, 35.1505, 74.2979, 32.7794, 30.3385, 11.783, 61.9574, 93.8114, 10.3097, 65.0949, 116.225
114, 75.3671, 41.847, 35.2502, 76.0938, 33.9937, 37.3369, 12.178, 60.4649, 94.7926, 11.9368, 66.571, 123.673
115, 77.9698, 49.628, 45.2948, 77.424, 38.5864, 39.8828, 19.6638, 59.306, 112.69, 5.99719, 69.0449, 129.578
